time (s),freq(lshift(vtime('tran "/Out") 3n) "rising" ?xName "time" ?mode "auto" ?threshold 0.0) (Hz)
100.1E-9,10.00E6
200.1E-9,10.00E6
300.1E-9,10.00E6
400.1E-9,10.00E6
500.1E-9,10.00E6
600.1E-9,10.00E6
700.1E-9,10.00E6
800.1E-9,10.00E6
900.1E-9,10.00E6
1.000E-6,10.00E6
1.100E-6,10.00E6
1.200E-6,10.00E6
1.300E-6,10.00E6
1.400E-6,10.00E6
1.500E-6,10.00E6
1.600E-6,10.00E6
1.700E-6,10.00E6
1.800E-6,10.00E6
1.900E-6,10.00E6
